TIME_STAMP,Lon,Lat,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving RSRP [dBm],LTE KPI PCell Serving RSRQ [dB],LTE KPI PCell Serving RSSI [dBm],LTE KPI PCell SINR [dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL Modulation0,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PDSCH BLER [%],LTE KPI PCell PDSCH Throughput [Mbps],LTE KPI PCell MAC DL Throughput [Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER [%],LTE KPI PDSCH Throughput [Mbps],LTE KPI MAC DL Throughput [Mbps],LTE KPI RLC DL Throughput [Mbps],LTE KPI RLC UL Throughput [Mbps],LTE KPI PDCP DL Throughput [Mbps],LTE KPI PDCP UL Throughput [Mbps],LTE KPI CA Type,LTE KPI Band Combination,LTE KPI PCell SINR(<6dB) [%],LTE KPI PCell SINR(>20dB) [%],Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier Tx Mode,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier PUSCH Reporting Mode,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier Rank Index,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI1 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI2 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI3 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI4 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier WideBand CQI CW0,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier CRI,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier CSI Meas Set Index,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num TB0(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num TB1(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Sum),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Number of Allocated TTIs,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Number of Total TTIs,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Layer Num(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Layer Num(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell MCS Idx0(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell MCS Idx0(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Code Rate Idx0(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Modulation Idx0,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Modulation (Total),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell DL Unallocated RB Share [%],Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell DL RB Share [%],Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell TB Size(Avg) [Bytes],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER [%],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER CRC Pass Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER CRC Fail Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 [%],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 CRC Pass Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 CRC Fail Count
2025-06-06 15:22:27.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-123.34,-9.63,-93.71,4.31,,,,,,,,1x2,28.00,64QAM,99.50,98.83,98.83,0.00,100.00,74.343,,99.51,98.83,100.00,74.343,,0.000,,0.000,,NonCA,Band 28,99.04,0.00,,,,,,,,,,,100,99.50,98.83,98.83,0.00,102688,1032,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.67,99.33,9355.891,100.00,0,1032,100.00,0,1032,
2025-06-06 15:22:28.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-123.35,-9.72,-93.64,4.17,,,,,,,,1x2,28.00,64QAM,99.50,99.12,99.12,0.00,100.00,74.556,,99.51,99.12,100.00,74.556,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,99.12,99.12,0.00,102984,1035,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.38,99.62,9355.568,100.00,0,1035,100.00,0,1035,
2025-06-06 15:22:29.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-123.41,-10.14,-93.27,4.17,,,,,,,,1x2,28.00,64QAM,99.50,98.76,98.76,0.00,100.00,74.286,,99.51,98.76,100.00,74.286,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.76,98.76,0.00,93428,939,946,1,1.00,28.00,28,0.000,64QAM,64QAM,0.74,99.26,9355.020,100.00,0,939,100.00,0,939,
2025-06-06 15:22:30.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-123.42,-10.27,-93.15,4.35,,,,,,,,1x2,28.00,64QAM,99.50,99.11,99.11,0.00,100.00,74.552,,99.50,99.11,100.00,74.552,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,99.11,99.11,0.00,102980,1035,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.38,99.62,9355.053,100.00,0,1035,100.00,0,1035,
2025-06-06 15:22:31.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-123.67,-10.10,-93.57,3.90,,,,,,,,1x2,28.00,64QAM,99.50,98.72,98.72,0.00,100.00,74.254,,99.50,98.72,100.00,74.254,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.72,98.72,0.00,100296,1008,1016,1,1.00,28.00,28,0.000,64QAM,64QAM,0.79,99.21,9355.375,100.00,0,1008,100.00,0,1008,
2025-06-06 15:22:32.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-124.39,-10.68,-93.72,3.41,,,,,,,,1x2,28.00,64QAM,99.50,98.88,98.88,0.00,100.00,74.380,,99.50,98.88,100.00,74.380,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.88,98.88,0.00,95720,962,968,1,1.00,28.00,28,0.000,64QAM,64QAM,0.62,99.38,9355.514,100.00,0,962,100.00,0,962,
2025-06-06 15:22:33.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-124.35,-10.45,-93.90,3.00,,,,,,,,1x2,28.00,64QAM,99.50,98.73,98.73,0.00,100.00,74.266,,99.50,98.73,100.00,74.266,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.73,98.73,0.00,102584,1031,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.77,99.23,9355.310,100.00,0,1031,100.00,0,1031,
2025-06-06 15:22:34.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-124.42,-10.27,-94.15,3.41,,,,,,,,1x2,28.00,64QAM,99.49,99.07,99.07,0.00,100.00,74.521,,99.49,99.07,100.00,74.521,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,99.07,99.07,0.00,93724,942,946,1,1.00,28.00,28,0.000,64QAM,64QAM,0.42,99.58,9354.668,100.00,0,942,100.00,0,942,
2025-06-06 15:22:35.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-124.38,-10.46,-93.92,3.50,,,,,,,,1x2,28.00,64QAM,99.50,98.92,98.92,0.00,100.00,74.409,,99.50,98.92,100.00,74.409,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.92,98.92,0.00,102484,1030,1036,1,1.00,28.00,28,0.000,64QAM,64QAM,0.58,99.42,9355.246,100.00,0,1030,100.00,0,1030,
2025-06-06 15:22:36.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-124.59,-10.52,-94.07,3.14,,,,,,,,1x2,28.00,64QAM,99.50,99.19,99.19,0.00,100.00,74.609,,99.50,99.19,100.00,74.609,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,99.19,99.19,0.00,96016,965,968,1,1.00,28.00,28,0.000,64QAM,64QAM,0.31,99.69,9355.168,100.00,0,965,100.00,0,965,
2025-06-06 15:22:37.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-125.40,-11.31,-94.09,2.22,,,,,,,,1x2,28.00,64QAM,99.50,98.83,98.83,0.00,100.00,74.336,,99.51,98.83,100.00,74.336,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.83,98.83,0.00,102780,1033,1040,1,1.00,28.00,28,0.000,64QAM,64QAM,0.67,99.33,9354.924,100.00,0,1033,100.00,0,1033,
2025-06-06 15:22:38.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-125.29,-10.78,-94.51,2.42,,,,,,,,1x2,28.00,64QAM,99.49,98.36,98.36,0.00,100.00,73.984,,99.49,98.36,100.00,73.984,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,98.36,98.36,0.00,95016,955,966,1,1.00,28.00,28,0.000,64QAM,64QAM,1.14,98.86,9354.468,100.00,0,955,100.00,0,955,
2025-06-06 15:22:39.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-125.41,-10.89,-94.52,2.42,,,,,,,,1x2,28.00,64QAM,99.50,99.11,99.11,0.00,100.00,74.545,,99.50,99.11,100.00,74.545,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,99.11,99.11,0.00,100592,1011,1015,1,1.00,28.00,28,0.000,64QAM,64QAM,0.39,99.61,9355.045,100.00,0,1011,100.00,0,1011,
2025-06-06 15:22:40.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-125.31,-10.91,-94.39,2.38,,,,,,,,1x2,28.00,64QAM,99.50,98.47,98.47,0.00,100.00,74.067,,99.50,98.47,100.00,74.067,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.47,98.47,0.00,95516,960,970,1,1.00,28.00,28,0.000,64QAM,64QAM,1.03,98.97,9354.820,100.00,0,960,100.00,0,960,
2025-06-06 15:22:41.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-125.53,-10.86,-94.67,2.26,,,,,,,,1x2,28.00,64QAM,99.50,98.73,98.73,0.00,100.00,74.266,,99.50,98.73,100.00,74.266,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.73,98.73,0.00,102188,1027,1035,1,1.00,28.00,28,0.000,64QAM,64QAM,0.77,99.23,9355.570,100.00,0,1027,100.00,0,1027,
2025-06-06 15:22:42.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-126.33,-11.54,-94.79,1.63,,,,,,,,1x2,28.00,64QAM,99.49,98.12,98.12,0.00,100.00,73.803,,99.49,98.12,100.00,73.803,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,98.12,98.12,0.00,99592,1001,1015,1,1.00,28.00,28,0.000,64QAM,64QAM,1.38,98.62,9354.377,100.00,0,1001,100.00,0,1001,
2025-06-06 15:22:43.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-126.37,-11.63,-94.74,1.40,,,,,,,,1x2,28.00,64QAM,99.50,98.48,98.48,0.00,100.00,74.074,,99.50,98.48,100.00,74.074,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.48,98.48,0.00,95424,959,969,1,1.00,28.00,28,0.000,64QAM,64QAM,1.03,98.97,9355.861,100.00,0,959,100.00,0,959,
2025-06-06 15:22:44.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-126.33,-11.21,-95.13,1.38,,,,,,,,1x2,28.00,64QAM,99.50,97.96,97.96,0.00,100.00,73.684,,99.50,97.96,100.00,73.684,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,97.96,97.96,0.00,94824,953,968,1,1.00,28.00,28,0.000,64QAM,64QAM,1.55,98.45,9355.445,100.00,0,953,100.00,0,953,
2025-06-06 15:22:45.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-126.30,-11.50,-94.80,1.56,,,,,,,,1x2,28.00,64QAM,99.50,97.87,97.87,0.00,100.00,73.619,,99.50,97.87,100.00,73.619,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,97.87,97.87,0.00,101788,1023,1040,1,1.00,28.00,28,0.000,64QAM,64QAM,1.63,98.37,9355.310,100.00,0,1023,100.00,0,1023,
2025-06-06 15:22:46.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-126.59,-11.67,-94.92,1.58,,,,,,,,1x2,28.00,64QAM,99.50,98.23,98.23,0.00,100.00,73.887,,99.50,98.23,100.00,73.887,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.23,98.23,0.00,99800,1003,1016,1,1.00,28.00,28,0.000,64QAM,64QAM,1.28,98.72,9355.574,100.00,0,1003,100.00,0,1003,
2025-06-06 15:22:47.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-127.38,-12.12,-95.26,0.53,,,,,,,,1x2,28.00,64QAM,99.50,98.05,98.05,0.00,100.00,73.754,,99.50,98.05,100.00,73.754,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.05,98.05,0.00,94720,952,966,1,1.00,28.00,28,0.000,64QAM,64QAM,1.45,98.55,9354.815,100.00,0,952,100.00,0,952,
2025-06-06 15:22:48.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-127.35,-12.15,-95.20,0.48,,,,,,,,1x2,28.00,64QAM,99.50,97.86,97.86,0.00,100.00,73.605,,99.50,97.86,100.00,73.605,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,97.86,97.86,0.00,94920,954,970,1,1.00,28.00,28,0.000,64QAM,64QAM,1.65,98.35,9354.956,100.00,0,954,100.00,0,954,
2025-06-06 15:22:49.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-127.34,-12.64,-94.68,0.27,,,,,,,,1x2,28.00,64QAM,99.51,97.58,97.58,0.00,100.00,73.403,,99.51,97.58,100.00,73.403,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.51,97.58,97.58,0.00,100900,1014,1034,1,1.00,28.00,28,0.000,64QAM,64QAM,1.93,98.07,9356.295,100.00,0,1014,100.00,0,1014,
2025-06-06 15:22:50.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-127.26,-11.93,-95.34,0.59,,,,,,,,1x2,28.00,64QAM,99.50,98.22,98.22,0.00,100.00,73.879,,99.50,98.22,100.00,73.879,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,98.22,98.22,0.00,99004,995,1008,1,1.00,28.00,28,0.000,64QAM,64QAM,1.29,98.71,9355.576,100.00,0,995,100.00,0,995,
2025-06-06 15:22:51.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-127.57,-12.31,-95.26,0.49,,,,,,,,1x2,28.00,64QAM,99.49,98.06,98.06,0.00,100.00,73.755,,99.49,98.06,100.00,73.755,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,98.06,98.06,0.00,95016,955,969,1,1.00,28.00,28,0.000,64QAM,64QAM,1.44,98.56,9354.468,100.00,0,955,100.00,0,955,
2025-06-06 15:22:52.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-128.27,-12.97,-95.28,-0.60,,,,,,,,1x2,28.00,64QAM,99.50,97.78,97.78,0.00,100.00,73.552,,99.50,97.78,100.00,73.552,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,97.78,97.78,0.00,101792,1023,1041,1,1.00,28.00,28,0.000,64QAM,64QAM,1.73,98.27,9355.831,100.00,0,1023,100.00,0,1023,
2025-06-06 15:22:53.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-128.10,-12.46,-95.61,-0.52,,,,,,,,1x2,28.00,64QAM,99.49,97.64,97.64,0.00,100.00,73.442,,99.49,97.64,100.00,73.442,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,97.64,97.64,0.00,94320,948,966,1,1.00,28.00,28,0.000,64QAM,64QAM,1.86,98.14,9354.532,100.00,0,948,100.00,0,948,
2025-06-06 15:22:54.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-128.24,-12.91,-95.29,-0.85,,,,,,,,1x2,28.00,64QAM,99.50,97.49,97.49,0.00,100.00,73.327,,99.50,97.49,100.00,73.327,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,97.49,97.49,0.00,101288,1018,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,2.02,97.98,9354.982,100.00,0,1018,100.00,0,1018,
2025-06-06 15:22:55.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-128.26,-12.51,-95.76,-0.56,,,,,,,,1x2,28.00,64QAM,99.51,96.78,96.78,0.00,100.00,72.802,,99.51,96.78,100.00,72.802,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.51,96.78,96.78,0.00,91652,921,947,1,1.00,28.00,28,0.000,64QAM,64QAM,2.75,97.25,9357.183,100.00,0,921,100.00,0,921,
2025-06-06 15:22:56.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-128.44,-13.01,-95.36,-0.39,,,,,,,,1x2,28.00,64QAM,99.50,97.25,97.25,0.00,100.00,73.153,,99.50,97.25,100.00,73.153,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,97.25,97.25,0.00,103380,1039,1063,1,1.00,28.00,28,0.000,64QAM,64QAM,2.26,97.74,9355.311,100.00,0,1039,100.00,0,1039,
2025-06-06 15:22:57.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.17,-13.62,-95.54,-1.30,,,,,,,,1x2,28.00,64QAM,99.49,96.31,96.31,0.00,100.00,72.438,,99.50,96.31,100.00,72.438,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,96.31,96.31,0.00,93224,937,968,1,1.00,28.00,28,0.000,64QAM,64QAM,3.20,96.80,9354.308,100.00,0,937,100.00,0,937,
2025-06-06 15:22:58.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.12,-13.34,-95.78,-1.38,,,,,,,,1x2,28.00,64QAM,99.51,96.06,96.06,0.00,100.00,72.255,,99.50,96.06,100.00,72.255,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.51,96.06,96.06,0.00,99804,1003,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,3.46,96.54,9356.106,100.00,0,1003,100.00,0,1003,
2025-06-06 15:22:59.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.03,-13.13,-95.89,-1.43,,,,,,,,1x2,28.00,64QAM,99.49,94.44,94.44,0.00,100.00,71.032,,99.48,94.44,100.00,71.032,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.49,94.44,94.44,0.00,91132,916,965,1,1.00,28.00,28,0.000,64QAM,64QAM,5.08,94.92,9353.920,100.00,0,916,100.00,0,916,
2025-06-06 15:23:00.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.07,-13.16,-95.90,-1.27,,,,,,,,1x2,28.00,64QAM,99.50,94.58,94.58,0.00,100.00,71.141,,99.51,94.58,100.00,71.141,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,94.58,94.58,0.00,91740,922,970,1,1.00,28.00,28,0.000,64QAM,64QAM,4.95,95.05,9355.520,100.00,0,922,100.00,0,922,
2025-06-06 15:23:01.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.18,-13.73,-95.40,-1.50,2.00,1,100.00,0.00,0.00,0.00,TM1,1x2,28.00,64QAM,99.50,93.35,93.35,0.00,100.00,70.215,,99.50,93.35,100.00,70.215,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,TM1,MODE_APERIODIC_RM30,1,100.00,0.00,0.00,0.00,2.00,0,CSI0,100,99.50,93.35,93.35,0.00,93628,941,1003,1,1.00,28.00,28,0.000,64QAM,64QAM,6.18,93.82,9355.163,100.00,0,941,100.00,0,941,
2025-06-06 15:23:02.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.99,-13.81,-96.18,-1.98,,,,,,,,1x2,28.00,64QAM,99.50,82.66,82.66,0.00,100.00,62.174,,99.50,82.66,100.00,62.174,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,82.66,82.66,0.00,84476,849,1022,1,1.00,28.00,28,0.000,64QAM,64QAM,16.93,83.07,9355.453,100.00,0,849,100.00,0,849,
2025-06-06 15:23:03.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.07,-14.09,-95.98,-2.09,,,,,,,,1x2,28.00,64QAM,99.50,84.68,84.68,0.00,100.00,63.696,,99.51,84.68,100.00,63.696,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,84.68,84.68,0.00,79600,800,940,1,1.00,28.00,28,0.000,64QAM,64QAM,14.89,85.11,9355.375,100.00,0,800,100.00,0,800,
2025-06-06 15:23:04.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.89,-13.84,-95.99,-2.16,,,,,,,,1x2,28.00,64QAM,99.51,82.96,82.96,0.00,100.00,62.401,,99.47,82.96,100.00,62.401,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.51,82.96,82.96,0.00,85776,862,1034,1,1.00,28.00,28,0.000,64QAM,64QAM,16.63,83.37,9356.457,100.00,0,862,100.00,0,862,
2025-06-06 15:23:05.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-129.92,-14.29,-95.57,-2.41,,,,,,,,1x2,28.00,64QAM,99.50,86.00,86.00,0.00,100.00,64.684,,99.44,86.00,100.00,64.684,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.50,86.00,86.00,0.00,80492,809,936,1,1.00,28.00,28,0.000,64QAM,64QAM,13.57,86.43,9354.799,100.00,0,809,100.00,0,809,
2025-06-06 15:23:06.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.03,-13.97,-96.03,-2.34,,,,,,,,1x2,28.00,64QAM,99.48,80.39,80.39,0.00,100.00,60.463,,99.40,80.39,100.00,60.463,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.48,80.39,80.39,0.00,77896,783,969,1,1.00,28.00,28,0.000,64QAM,64QAM,19.20,80.80,9353.248,100.00,0,783,100.00,0,783,
2025-06-06 15:23:07.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.91,-14.69,-96.18,-3.17,,,,,,,,1x2,28.00,64QAM,99.57,57.87,57.87,0.00,100.00,43.542,,99.57,57.87,100.00,43.542,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.57,57.87,57.87,0.00,58448,587,1010,1,1.00,28.00,28,0.000,64QAM,64QAM,41.88,58.12,9364.796,100.00,0,587,100.00,0,587,
2025-06-06 15:23:08.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.95,-14.64,-96.32,-3.12,,,,,,,,1x2,28.00,64QAM,99.52,58.96,58.96,0.00,100.00,44.355,,99.51,58.96,100.00,44.355,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.52,58.96,58.96,0.00,59316,596,1006,1,1.00,28.00,28,0.000,64QAM,64QAM,40.76,59.24,9358.505,100.00,0,596,100.00,0,596,
2025-06-06 15:23:09.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.97,-15.04,-95.84,-3.26,,,,,,,,1x2,28.00,64QAM,99.47,58.93,58.93,0.00,100.00,44.323,,99.47,58.93,100.00,44.323,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.47,58.93,58.93,0.00,54512,548,925,1,1.00,28.00,28,0.000,64QAM,64QAM,40.76,59.24,9351.971,100.00,0,548,100.00,0,548,
2025-06-06 15:23:10.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.88,-14.49,-96.39,-3.33,,,,,,,,1x2,28.00,64QAM,99.47,60.11,60.11,0.00,100.00,45.205,,99.35,60.11,100.00,45.205,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.47,60.11,60.11,0.00,59084,594,983,1,1.00,28.00,28,0.000,64QAM,64QAM,39.57,60.43,9351.113,100.00,0,594,100.00,0,594,
2025-06-06 15:23:11.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-130.99,-14.70,-96.24,-3.00,,,,,,,,1x2,28.00,64QAM,99.54,57.31,57.31,0.00,100.00,43.117,,99.54,57.31,100.00,43.117,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.54,57.31,57.31,0.00,52956,532,924,1,1.00,28.00,28,0.000,64QAM,64QAM,42.42,57.58,9360.885,100.00,0,532,100.00,0,532,
2025-06-06 15:23:12.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-131.85,-15.36,-96.48,-3.83,,,,,,,,1x2,28.00,64QAM,99.57,28.45,28.45,0.00,100.00,21.405,,99.54,28.45,100.00,21.405,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.57,28.45,28.45,0.00,25092,252,882,1,1.00,28.00,28,0.000,64QAM,64QAM,71.43,28.57,9364.893,100.00,0,252,100.00,0,252,
2025-06-06 15:23:13.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-132.05,-15.55,-96.50,-3.79,,,,,,,,1x2,28.00,64QAM,99.44,26.30,26.30,0.00,100.00,19.777,,99.46,26.30,100.00,19.777,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.44,26.30,26.30,0.00,24064,242,915,1,1.00,28.00,28,0.000,64QAM,64QAM,73.55,26.45,9347.116,100.00,0,242,100.00,0,242,
