TIME_STAMP,Lon,Lat,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving RSRP [dBm],LTE KPI PCell Serving RSRQ [dB],LTE KPI PCell Serving RSSI [dBm],LTE KPI PCell SINR [dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL Modulation0,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PDSCH BLER [%],LTE KPI PCell PDSCH Throughput [Mbps],LTE KPI PCell MAC DL Throughput [Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER [%],LTE KPI PDSCH Throughput [Mbps],LTE KPI MAC DL Throughput [Mbps],LTE KPI RLC DL Throughput [Mbps],LTE KPI RLC UL Throughput [Mbps],LTE KPI PDCP DL Throughput [Mbps],LTE KPI PDCP UL Throughput [Mbps],LTE KPI CA Type,LTE KPI Band Combination,LTE KPI PCell SINR(<6dB) [%],LTE KPI PCell SINR(>20dB) [%],Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier Tx Mode,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier PUSCH Reporting Mode,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier Rank Index,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI1 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI2 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI3 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI4 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier WideBand CQI CW0,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier CRI,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier CSI Meas Set Index,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num TB0(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num TB1(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Sum),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Number of Allocated TTIs,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Number of Total TTIs,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Layer Num(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Layer Num(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell MCS Idx0(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell MCS Idx0(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Code Rate Idx0(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Modulation Idx0,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Modulation (Total),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell DL Unallocated RB Share [%],Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell DL RB Share [%],Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell TB Size(Avg) [Bytes],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER [%],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER CRC Pass Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER CRC Fail Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 [%],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 CRC Pass Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 CRC Fail Count
2025-06-06 15:21:41.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-113.55,-7.70,-85.85,13.74,,,,,,,,1x2,28.00,64QAM,99.50,99.13,99.13,0.00,50.57,74.562,59.052,99.51,99.13,50.57,74.562,59.052,0.000,0.000,0.000,0.000,NonCA,Band 28,3.70,0.00,,,,,,,,,,,100,99.50,99.13,99.13,0.00,105272,1058,1062,1,1.00,28.00,28,0.000,64QAM,64QAM,0.38,99.62,9355.501,50.57,215,220,50.57,215,220,
2025-06-06 15:21:42.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-114.06,-7.83,-86.24,13.18,,,,,,,,1x2,28.00,64QAM,99.50,99.30,99.30,0.00,51.46,74.692,58.711,99.52,99.30,51.46,74.692,58.711,0.000,,0.000,,NonCA,Band 28,3.03,0.00,,,,,,,,,,,100,99.50,99.30,99.30,0.00,98604,991,993,1,1.00,28.00,28,0.000,64QAM,64QAM,0.20,99.80,9355.308,51.46,200,212,51.46,200,212,
2025-06-06 15:21:43.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-114.09,-7.94,-86.14,13.17,,,,,,,,1x2,28.00,64QAM,99.50,99.40,99.40,0.00,52.07,74.766,58.601,99.51,99.40,52.07,74.766,58.601,0.000,0.000,0.000,0.000,NonCA,Band 28,3.06,0.00,,,,,,,,,,,100,99.50,99.40,99.40,0.00,98504,990,991,1,1.00,28.00,28,0.000,64QAM,64QAM,0.10,99.90,9355.240,52.07,197,214,52.07,197,214,
2025-06-06 15:21:44.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-114.08,-7.92,-86.15,13.39,,,,,,,,1x2,28.00,64QAM,99.50,99.50,99.50,0.00,53.49,74.844,58.112,99.53,99.50,53.49,74.844,58.112,0.000,0.000,0.000,0.000,NonCA,Band 28,3.03,0.00,,,,,,,,,,,100,99.50,99.50,99.50,0.00,98804,993,993,1,1.00,28.00,28,0.000,64QAM,64QAM,0.00,100.00,9355.442,53.49,193,222,53.49,193,222,
2025-06-06 15:21:45.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-114.06,-7.67,-86.39,13.30,,,,,,,,1x2,28.00,64QAM,99.50,99.39,99.39,0.00,52.76,74.761,57.776,99.52,99.39,52.76,74.761,57.776,0.000,,0.000,,NonCA,Band 28,3.03,0.00,,,,,,,,,,,100,99.50,99.39,99.39,0.00,96312,968,969,1,1.00,28.00,28,0.000,64QAM,64QAM,0.10,99.90,9354.824,52.76,197,220,52.76,197,220,
2025-06-06 15:21:46.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-114.51,-7.72,-86.78,12.64,,,,,,,,1x2,28.00,64QAM,99.50,99.50,99.50,0.00,52.96,74.842,58.614,99.51,99.50,52.96,74.842,58.614,0.000,0.000,0.000,0.000,NonCA,Band 28,6.06,0.00,,,,,,,,,,,100,99.50,99.50,99.50,0.00,98604,991,991,1,1.00,28.00,28,0.000,64QAM,64QAM,0.00,100.00,9355.308,52.96,191,215,52.96,191,215,
2025-06-06 15:21:47.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-115.07,-7.85,-87.21,12.24,,,,,,,,1x2,28.00,64QAM,99.50,99.40,99.40,0.00,50.25,74.768,59.546,99.52,99.40,50.25,74.768,59.546,0.000,0.000,0.000,0.000,NonCA,Band 28,6.00,0.00,,,,,,,,,,,100,99.50,99.40,99.40,0.00,98704,992,993,1,1.00,28.00,28,0.000,64QAM,64QAM,0.10,99.90,9355.375,50.25,200,202,50.25,200,202,
2025-06-06 15:21:48.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-115.08,-7.85,-87.23,12.19,,,,,,,,1x2,28.00,64QAM,99.50,99.23,99.23,0.00,53.86,74.638,57.342,99.52,99.23,53.86,74.638,57.342,0.000,,0.000,,NonCA,Band 28,5.66,0.00,,,,,,,,,,,100,99.50,99.23,99.23,0.00,107760,1083,1086,1,1.00,28.00,28,0.000,64QAM,64QAM,0.28,99.72,9355.560,53.86,215,251,53.86,215,251,
2025-06-06 15:21:49.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-115.08,-7.89,-87.20,12.24,,,,,,,,1x2,28.00,64QAM,99.49,98.98,98.98,0.00,51.94,74.450,57.940,99.49,98.98,51.94,74.450,57.940,0.000,0.000,0.000,0.000,NonCA,Band 28,4.04,0.00,,,,,,,,,,,100,99.49,98.98,98.98,0.00,95912,964,969,1,1.00,28.00,28,0.000,64QAM,64QAM,0.52,99.48,9354.546,51.94,198,214,51.94,198,214,
2025-06-06 15:21:50.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-115.06,-7.95,-87.12,12.18,,,,,,,,1x2,28.00,64QAM,99.50,99.30,99.30,0.00,51.52,74.695,59.286,99.51,99.30,51.52,74.695,59.286,0.000,0.000,0.000,0.000,NonCA,Band 28,6.12,0.00,,,,,,,,,,,100,99.50,99.30,99.30,0.00,98408,989,991,1,1.00,28.00,28,0.000,64QAM,64QAM,0.20,99.80,9355.712,51.52,192,204,51.52,192,204,
2025-06-06 15:21:51.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-115.48,-7.81,-87.67,11.85,,,,,,,,1x2,28.00,64QAM,99.49,98.98,98.98,0.00,56.40,74.451,55.083,99.52,98.98,56.40,74.451,55.083,0.000,,0.000,,NonCA,Band 28,4.08,0.00,,,,,,,,,,,100,99.49,98.98,98.98,0.00,96012,965,970,1,1.00,28.00,28,0.000,64QAM,64QAM,0.52,99.48,9354.616,56.40,194,251,56.40,194,251,
2025-06-06 15:21:52.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-116.07,-8.01,-88.06,11.49,,,,,,,,1x2,28.00,64QAM,99.50,99.30,99.30,0.00,59.21,74.692,52.564,99.53,99.30,59.21,74.692,52.564,0.000,0.000,0.000,0.000,NonCA,Band 28,3.09,0.00,,,,,,,,,,,100,99.50,99.30,99.30,0.00,96220,967,969,1,1.00,28.00,28,0.000,64QAM,64QAM,0.21,99.79,9355.857,59.21,197,286,59.21,197,286,
2025-06-06 15:21:53.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-116.03,-8.07,-87.96,11.17,,,,,,,,1x2,28.00,64QAM,99.50,99.22,99.22,0.00,61.97,74.632,51.046,99.50,99.22,61.97,74.632,51.046,0.000,0.000,0.000,0.000,NonCA,Band 28,6.73,0.00,,,,,,,,,,,100,99.50,99.22,99.22,0.00,105172,1057,1060,1,1.00,28.00,28,0.000,64QAM,64QAM,0.28,99.72,9355.438,61.97,205,334,61.97,205,334,
2025-06-06 15:21:54.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-116.06,-8.12,-87.93,11.28,,,,,,,,1x2,28.00,64QAM,99.50,99.29,99.29,0.00,60.29,74.680,51.700,99.52,99.29,60.29,74.680,51.700,0.000,0.000,0.000,0.000,NonCA,Band 28,5.21,0.00,,,,,,,,,,,100,99.50,99.29,99.29,0.00,93924,944,946,1,1.00,28.00,28,0.000,64QAM,64QAM,0.21,99.79,9354.810,60.29,191,290,60.29,191,290,
2025-06-06 15:21:55.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-116.03,-8.07,-87.96,11.12,,,,,,,,1x2,28.00,64QAM,99.50,99.03,99.03,0.00,60.73,74.491,51.131,99.51,99.03,60.73,74.491,51.131,0.000,,0.000,,NonCA,Band 28,6.60,0.00,,,,,,,,,,,100,99.50,99.03,99.03,0.00,105172,1057,1062,1,1.00,28.00,28,0.000,64QAM,64QAM,0.47,99.53,9355.438,60.73,214,331,60.73,214,331,
2025-06-06 15:21:56.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-116.43,-7.93,-88.50,10.96,,,,,,,,1x2,28.00,64QAM,99.50,99.29,99.29,0.00,63.74,74.680,48.792,99.51,99.29,63.74,74.680,48.792,0.000,0.000,0.000,0.000,NonCA,Band 28,6.25,0.00,,,,,,,,,,,100,99.50,99.29,99.29,0.00,93924,944,946,1,1.00,28.00,28,0.000,64QAM,64QAM,0.21,99.79,9354.810,63.74,186,327,63.74,186,327,
2025-06-06 15:21:57.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-117.05,-8.16,-88.89,10.15,,,,,,,,1x2,28.00,64QAM,99.50,99.02,99.02,0.00,67.04,74.483,43.984,99.51,99.02,67.04,74.483,43.984,0.000,0.000,0.000,0.000,NonCA,Band 28,7.84,0.00,,,,,,,,,,,100,99.50,99.02,99.02,0.00,102784,1033,1038,1,1.00,28.00,28,0.000,64QAM,64QAM,0.48,99.52,9355.439,67.04,208,423,67.04,208,423,
2025-06-06 15:21:58.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-117.06,-8.10,-88.95,10.24,,,,,,,,1x2,28.00,64QAM,99.50,98.93,98.93,0.00,67.61,74.411,43.438,99.51,98.93,67.61,74.411,43.438,0.000,,0.000,,NonCA,Band 28,6.73,0.00,,,,,,,,,,,100,99.50,98.93,98.93,0.00,102784,1033,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.58,99.42,9355.439,67.61,206,430,67.61,206,430,
2025-06-06 15:21:59.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-117.03,-8.00,-89.04,10.49,,,,,,,,1x2,28.00,64QAM,99.50,99.28,99.28,0.00,67.63,74.680,43.253,99.51,99.28,67.63,74.680,43.253,0.000,0.000,0.000,0.000,NonCA,Band 28,5.32,0.00,,,,,,,,,,,100,99.50,99.28,99.28,0.00,93824,943,945,1,1.00,28.00,28,0.000,64QAM,64QAM,0.21,99.79,9354.739,67.63,190,397,67.63,190,397,
2025-06-06 15:22:00.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-117.04,-8.03,-89.01,10.47,,,,,,,,1x2,28.00,64QAM,99.50,99.20,99.20,0.00,68.47,74.616,43.190,99.52,99.20,68.47,74.616,43.190,0.000,0.000,0.000,0.000,NonCA,Band 28,4.95,0.00,,,,,,,,,,,100,99.50,99.20,99.20,0.00,98504,990,993,1,1.00,28.00,28,0.000,64QAM,64QAM,0.30,99.70,9355.240,68.47,192,417,68.47,192,417,
2025-06-06 15:22:01.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-117.43,-8.33,-89.09,9.49,,,,,,,,1x2,28.00,64QAM,99.50,98.92,98.92,0.00,67.66,74.407,43.369,99.50,98.92,67.66,74.407,43.369,0.000,,0.000,,NonCA,Band 28,10.68,0.00,,,,,,,,,,,100,99.50,98.92,98.92,0.00,102780,1033,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.58,99.42,9354.924,67.66,206,431,67.66,206,431,
2025-06-06 15:22:02.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-118.06,-8.20,-89.86,8.96,,,,,,,,1x2,28.00,64QAM,99.50,99.08,99.08,0.00,66.84,74.524,43.995,99.50,99.08,66.84,74.524,43.995,0.000,0.000,0.000,0.000,NonCA,Band 28,9.57,0.00,,,,,,,,,,,100,99.50,99.08,99.08,0.00,93528,940,944,1,1.00,28.00,28,0.000,64QAM,64QAM,0.42,99.58,9355.091,66.84,191,385,66.84,191,385,
2025-06-06 15:22:03.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-118.05,-8.21,-89.84,9.56,,,,,,,,1x2,28.00,64QAM,99.50,99.30,99.30,0.00,68.76,74.694,42.398,99.51,99.30,68.76,74.694,42.398,0.000,0.000,0.000,0.000,NonCA,Band 28,4.95,0.00,,,,,,,,,,,100,99.50,99.30,99.30,0.00,100792,1013,1015,1,1.00,28.00,28,0.000,64QAM,64QAM,0.20,99.80,9355.178,68.76,199,438,68.76,199,438,
2025-06-06 15:22:04.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-118.08,-8.32,-89.76,9.29,,,,,,,,1x2,28.00,64QAM,99.50,98.92,98.92,0.00,66.61,74.406,43.976,99.50,98.92,66.61,74.406,43.976,0.000,0.000,0.000,0.000,NonCA,Band 28,10.68,0.00,,,,,,,,,,,100,99.50,98.92,98.92,0.00,100500,1010,1016,1,1.00,28.00,28,0.000,64QAM,64QAM,0.59,99.41,9356.035,66.61,207,413,66.61,207,413,
2025-06-06 15:22:05.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-118.04,-8.33,-89.72,9.06,,,,,,,,1x2,28.00,64QAM,99.50,98.91,98.91,0.00,67.96,74.399,43.387,99.50,98.91,67.96,74.399,43.387,0.000,,0.000,,NonCA,Band 28,11.88,0.00,,,,,,,,,,,100,99.50,98.91,98.91,0.00,100196,1007,1013,1,1.00,28.00,28,0.000,64QAM,64QAM,0.59,99.41,9355.309,67.96,198,420,67.96,198,420,
2025-06-06 15:22:06.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-118.38,-8.34,-90.04,8.74,,,,,,,,1x2,28.00,64QAM,99.50,98.90,98.90,0.00,69.76,74.388,39.766,99.50,98.90,69.76,74.388,39.766,0.000,0.000,0.000,0.000,NonCA,Band 28,11.11,0.00,,,,,,,,,,,100,99.50,98.90,98.90,0.00,98204,987,993,1,1.00,28.00,28,0.000,64QAM,64QAM,0.60,99.40,9355.037,69.76,199,459,69.76,199,459,
2025-06-06 15:22:07.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-119.02,-8.51,-90.50,8.17,,,,,,,,1x2,28.00,64QAM,99.50,99.00,99.00,0.00,74.07,74.465,32.236,99.51,99.00,74.07,74.465,32.236,0.000,0.000,0.000,0.000,NonCA,Band 28,12.00,0.00,,,,,,,,,,,100,99.50,99.00,99.00,0.00,98404,989,994,1,1.00,28.00,28,0.000,64QAM,64QAM,0.50,99.50,9355.173,74.07,196,560,74.07,196,560,
2025-06-06 15:22:08.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-119.05,-8.65,-90.40,8.33,,,,,,,,1x2,28.00,64QAM,99.49,98.69,98.69,0.00,73.87,74.233,32.294,99.49,98.69,73.87,74.233,32.294,0.000,,0.000,,NonCA,Band 28,10.20,0.00,,,,,,,,,,,100,99.49,98.69,98.69,0.00,97704,982,990,1,1.00,28.00,28,0.000,64QAM,64QAM,0.81,99.19,9354.697,73.87,196,554,73.87,196,554,
2025-06-06 15:22:09.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-119.03,-8.40,-90.63,8.29,,,,,,,,1x2,28.00,64QAM,99.50,99.09,99.09,0.00,73.88,74.532,32.540,99.50,99.09,73.88,74.532,32.540,0.000,0.000,0.000,0.000,NonCA,Band 28,11.11,0.00,,,,,,,,,,,100,99.50,99.09,99.09,0.00,96016,965,969,1,1.00,28.00,28,0.000,64QAM,64QAM,0.41,99.59,9355.168,73.88,192,543,73.88,192,543,
2025-06-06 15:22:10.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-118.99,-8.51,-90.48,7.99,,,,,,,,1x2,28.00,64QAM,99.50,98.75,98.75,0.00,74.37,74.277,32.453,99.50,98.75,74.37,74.277,32.453,0.000,0.000,0.000,0.000,NonCA,Band 28,10.38,0.00,,,,,,,,,,,100,99.50,98.75,98.75,0.00,104772,1053,1061,1,1.00,28.00,28,0.000,64QAM,64QAM,0.75,99.25,9355.185,74.37,204,592,74.37,204,592,
2025-06-06 15:22:11.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-119.44,-8.62,-90.82,8.17,,,,,,,,1x2,28.00,64QAM,99.50,99.50,99.50,0.00,74.64,74.842,31.209,99.52,99.50,74.64,74.842,31.209,0.000,,0.000,,NonCA,Band 28,6.06,0.00,,,,,,,,,,,100,99.50,99.50,99.50,0.00,98604,991,991,1,1.00,28.00,28,0.000,64QAM,64QAM,0.00,100.00,9355.308,74.64,196,577,74.64,196,577,
2025-06-06 15:22:12.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-120.06,-8.81,-91.26,7.31,,,,,,,,1x2,28.00,64QAM,99.49,99.19,99.19,0.00,75.94,74.605,27.986,99.49,99.19,75.94,74.605,27.986,0.000,0.000,0.000,0.000,NonCA,Band 28,10.42,0.00,,,,,,,,,,,100,99.49,99.19,99.19,0.00,96012,965,968,1,1.00,28.00,28,0.000,64QAM,64QAM,0.31,99.69,9354.616,75.94,191,603,75.94,191,603,
2025-06-06 15:22:13.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-120.04,-8.98,-91.05,7.10,,,,,,,,1x2,28.00,64QAM,99.50,99.02,99.02,0.00,75.91,74.484,27.939,99.51,99.02,75.91,74.484,27.939,0.000,0.000,0.000,0.000,NonCA,Band 28,12.50,0.00,,,,,,,,,,,100,99.50,99.02,99.02,0.00,102884,1034,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.48,99.52,9355.504,75.91,205,646,75.91,205,646,
2025-06-06 15:22:14.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-120.05,-8.92,-91.13,6.96,,,,,,,,1x2,28.00,64QAM,99.49,99.19,99.19,0.00,76.20,74.606,27.892,99.49,99.19,76.20,74.606,27.892,0.000,,0.000,,NonCA,Band 28,12.50,0.00,,,,,,,,,,,100,99.49,99.19,99.19,0.00,96112,966,969,1,1.00,28.00,28,0.000,64QAM,64QAM,0.31,99.69,9354.685,76.20,189,605,76.20,189,605,
2025-06-06 15:22:15.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-120.03,-8.65,-91.38,7.22,,,,,,,,1x2,28.00,64QAM,99.50,98.88,98.88,0.00,75.22,74.377,28.423,99.50,98.88,75.22,74.377,28.423,0.000,0.000,0.000,0.000,NonCA,Band 28,10.20,0.00,,,,,,,,,,,100,99.50,98.88,98.88,0.00,95816,963,969,1,1.00,28.00,28,0.000,64QAM,64QAM,0.62,99.38,9355.029,75.22,196,595,75.22,196,595,
2025-06-06 15:22:16.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-120.31,-8.69,-91.62,6.85,,,,,,,,1x2,28.00,64QAM,99.50,98.92,98.92,0.00,77.71,74.407,25.408,99.50,98.92,77.71,74.407,25.408,0.000,0.000,0.000,0.000,NonCA,Band 28,12.50,0.00,,,,,,,,,,,100,99.50,98.92,98.92,0.00,102780,1033,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.58,99.42,9354.924,77.71,195,680,77.71,195,680,
2025-06-06 15:22:17.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-121.04,-8.91,-92.13,6.24,,,,,,,,1x2,28.00,64QAM,99.50,99.12,99.12,0.00,80.25,74.560,19.724,99.52,99.12,80.25,74.560,19.724,0.000,0.000,0.000,0.000,NonCA,Band 28,14.56,0.00,,,,,,,,,,,100,99.50,99.12,99.12,0.00,102888,1034,1038,1,1.00,28.00,28,0.000,64QAM,64QAM,0.39,99.61,9356.019,80.25,187,760,80.25,187,760,
2025-06-06 15:22:18.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-120.90,-9.01,-91.89,5.86,,,,,,,,1x2,28.00,64QAM,99.49,98.97,98.97,0.00,82.02,74.441,16.623,99.49,98.97,82.02,74.441,16.623,0.000,,0.000,,NonCA,Band 28,14.74,0.00,,,,,,,,,,,100,99.49,98.97,98.97,0.00,93624,941,946,1,1.00,28.00,28,0.000,64QAM,64QAM,0.53,99.47,9354.596,82.02,160,730,82.02,160,730,
2025-06-06 15:22:19.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-121.60,-9.12,-92.42,6.18,,,,,,,,1x2,28.00,64QAM,99.50,99.21,99.21,0.00,85.35,74.624,13.146,99.52,99.21,85.35,74.624,13.146,0.000,0.000,0.000,0.000,NonCA,Band 28,26.80,0.00,,,,,,,,,,,100,99.50,99.21,99.21,0.00,100696,1012,1015,1,1.00,28.00,28,0.000,64QAM,64QAM,0.30,99.70,9355.638,85.35,143,833,85.35,143,833,
2025-06-06 15:22:20.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-121.40,-9.22,-92.18,6.17,,,,,,,,1x2,28.00,64QAM,99.50,99.31,99.31,0.00,81.13,74.699,17.337,99.53,99.31,81.13,74.699,17.337,0.000,0.000,0.000,0.000,NonCA,Band 28,13.86,0.00,,,,,,,,,,,100,99.50,99.31,99.31,0.00,100896,1014,1016,1,1.00,28.00,28,0.000,64QAM,64QAM,0.20,99.80,9355.769,81.13,181,778,81.13,181,778,
2025-06-06 15:22:21.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-121.67,-9.41,-92.25,5.60,,,,,,,,1x2,28.00,64QAM,99.49,98.76,98.76,0.00,86.17,74.283,12.671,99.49,98.76,86.17,74.283,12.671,0.000,,0.000,,NonCA,Band 28,29.47,0.00,,,,,,,,,,,100,99.49,98.76,98.76,0.00,93524,940,947,1,1.00,28.00,28,0.000,64QAM,64QAM,0.74,99.26,9354.524,86.17,125,779,86.17,125,779,
2025-06-06 15:22:22.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-122.42,-9.76,-92.67,5.04,,,,,,,,1x2,28.00,64QAM,99.50,98.73,98.73,0.00,95.83,74.262,3.042,99.50,98.73,95.83,74.262,3.042,0.000,0.000,0.000,0.000,NonCA,Band 28,40.20,0.00,,,,,,,,,,,100,99.50,98.73,98.73,0.00,102580,1031,1039,1,1.00,28.00,28,0.000,64QAM,64QAM,0.77,99.23,9354.793,95.83,43,988,95.83,43,988,
2025-06-06 15:22:23.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-122.35,-9.90,-92.46,4.87,,,,,,,,1x2,28.00,64QAM,99.50,98.52,98.52,0.00,96.81,74.107,2.307,99.50,98.52,96.81,74.107,2.307,0.000,0.000,0.000,0.000,NonCA,Band 28,42.72,0.00,,,,,,,,,,,100,99.50,98.52,98.52,0.00,99900,1004,1014,1,1.00,28.00,28,0.000,64QAM,64QAM,0.99,99.01,9355.640,96.81,32,972,96.81,32,972,
2025-06-06 15:22:24.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-122.41,-9.60,-92.80,5.11,,,,,,,,1x2,28.00,64QAM,99.49,98.98,98.98,0.00,96.48,74.451,2.554,99.49,98.98,96.48,74.451,2.554,0.000,,0.000,,NonCA,Band 28,48.96,0.00,,,,,,,,,,,100,99.49,98.98,98.98,0.00,96012,965,970,1,1.00,28.00,28,0.000,64QAM,64QAM,0.52,99.48,9354.616,96.48,34,931,96.48,34,931,
2025-06-06 15:22:25.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-122.36,-9.50,-92.86,5.16,,,,,,,,1x2,28.00,64QAM,99.51,98.82,98.82,0.00,96.33,74.334,2.679,99.51,98.82,96.33,74.334,2.679,0.000,0.000,0.000,0.000,NonCA,Band 28,36.63,0.00,,,,,,,,,,,100,99.51,98.82,98.82,0.00,100204,1007,1014,1,1.00,28.00,28,0.000,64QAM,64QAM,0.69,99.31,9356.367,96.33,37,970,96.33,37,970,
2025-06-06 15:22:26.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-122.56,-9.44,-93.11,4.87,,,,,,,,1x2,28.00,64QAM,99.49,99.07,99.07,0.00,96.60,74.521,2.482,99.51,99.07,96.60,74.521,2.482,0.000,0.000,0.000,0.000,NonCA,Band 28,55.79,0.00,,,,,,,,,,,100,99.49,99.07,99.07,0.00,93724,942,946,1,1.00,28.00,28,0.000,64QAM,64QAM,0.42,99.58,9354.668,96.60,32,910,96.60,32,910,
